序号,日期,价格,涨跌,折1%关税,折滑准税
3,2008-3-13,83.99,0.90,15300,15795
4,2008-3-12,83.09,3.65,15138,15634
5,2008-3-11,79.44,-3.16,14482,14985
6,2008-3-10,82.60,-4.22,15050,15547
7,2008-3-7,86.82,-2.65,15809,16298
8,2008-3-6,89.47,0.00,16285,16770
9,2008-3-5,89.47,4.89,16285,16770
10,2008-3-4,84.58,2.17,15406,15900
11,2008-3-3,82.41,1.52,15016,15513
12,2008-2-29,80.89,1.11,14939,15437
13,2008-2-28,79.78,-0.41,14737,15237
14,2008-2-27,80.19,0.72,14812,15311
1,2008-4-3,76.04,0.00,13717,14227
2,2008-4-2,76.04,1.06,13717,14227
3,2008-4-1,74.98,-1.90,13528,14041
4,2008-3-31,76.88,-0.42,14022,14529
5,2008-3-28,77.30,-0.39,14097,14604
6,2008-3-27,77.69,-0.50,14167,14673
7,2008-3-26,78.19,1.01,14257,14762
8,2008-3-25,77.18,1.63,14076,14582
9,2008-3-24,75.55,-0.11,13783,14292
10,2008-3-21,75.66,-0.35,13802,14312
11,2008-3-20,76.01,-1.61,13865,14374
12,2008-3-19,77.62,-1.16,14155,14661
13,2008-3-18,78.78,-2.05,14363,14867
1,2008-4-25,76.30,-0.98,13763,14273
2,2008-4-24,77.28,0.11,13937,14445
3,2008-4-23,77.17,0.89,13918,14426
4,2008-4-22,76.28,-1.22,13760,14269
5,2008-4-21,77.50,-0.67,13976,14484
6,2008-4-18,78.17,-0.55,14095,14602
7,2008-4-17,78.72,-0.59,14193,14699
8,2008-4-16,79.31,0.95,14298,14803
9,2008-4-15,78.36,-0.12,14129,14635
10,2008-4-14,78.48,-0.39,14151,14657
11,2008-4-11,78.87,0.09,14220,14725
12,2008-4-10,78.78,1.05,14204,14709
13,2008-4-9,77.73,-0.26,14017,14525
14,2008-4-8,77.99,1.51,14063,14570
15,2008-4-7,76.48,0.44,13795,14305
1,2008-5-16,75.93,0.16,13582,14094
2,2008-5-15,75.77,-0.16,13554,14066
3,2008-5-14,76.42,-0.10,13669,14180
4,2008-5-13,76.52,0.18,13686,14197
5,2008-5-12,76.34,0.21,13655,14166
6,2008-5-9,76.13,0.31,13618,14129
7,2008-5-8,75.82,-0.15,13563,14075
8,2008-5-7,75.97,1.12,13590,14101
9,2008-5-6,74.85,-0.18,13392,13906
10,2008-5-5,75.03,-0.31,13424,13937
11,2008-4-30,75.34,-0.84,13592,14104
12,2008-4-29,76.18,0.20,13742,14252
13,2008-4-28,75.98,-0.32,13706,14217
1,2008-6-5,74.60,0.12,13264,13755
2,2008-6-4,74.48,-0.41,13243,13758
3,2008-6-3,74.89,-0.12,13314,13829
4,2008-6-2,75.01,-0.03,13335,13849
5,2008-5-30,75.04,-0.28,13426,13939
6,2008-5-29,75.32,0.15,13475,13988
7,2008-5-28,75.17,-0.67,13449,13961
8,2008-5-27,75.84,0.00,13567,14078
9,2008-5-26,75.84,-0.46,13567,14078
10,2008-5-23,76.30,-0.36,13648,14159
11,2008-5-22,76.66,0.45,13711,14221
12,2008-5-21,76.21,-0.74,13632,14143
13,2008-5-20,76.95,0.00,13762,14272
14,2008-5-19,76.95,1.02,13762,14272
1,2008-7-15,77.31,-0.78,13588,13945
2,2008-7-14,78.09,0.00,13723,14017
3,2008-7-11,78.09,0.00,13723,14017
4,2008-7-10,78.09,0.71,13723,14017
5,2008-7-9,77.38,-0.35,13600,13945
6,2008-7-8,77.73,-0.64,13660,13980
7,2008-7-7,78.37,0.00,13771,14053
8,2008-7-4,78.37,-0.23,13771,14053
9,2008-7-3,78.60,-0.40,13811,14080
10,2008-7-2,79.00,-1.04,13880,14148
11,2008-7-1,80.04,-1.17,14060,14327
12,2008-6-30,81.21,-0.03,14421,14684
13,2008-6-27,81.24,0.18,14426,14689
14,2008-6-26,81.06,0.29,14395,14658
1,2008-8-4,78.02,-1.55,13574,13932
2,2008-8-1,79.57,0.11,13840,14108
3,2008-7-31,79.46,-0.15,13960,14227
4,2008-7-30,79.61,0.85,13986,14253
5,2008-7-29,78.76,-0.1,13839,14107
6,2008-7-28,78.86,0.48,13856,14124
7,2008-7-25,78.38,0.23,13773,14055
8,2008-7-24,78.15,1.59,13733,14028
9,2008-7-23,76.56,-1.07,13458,13865
10,2008-7-22,77.63,-0.48,13643,13976
11,2008-7-21,78.11,0.00,13726,14021
12,2008-7-18,78.11,-0.45,13726,14021
13,2008-7-17,78.56,0.13,13804,14073
14,2008-7-16,78.43,1.12,13782,14064
1,2008-8-22,77.49,1.24,13483,13878
2,2008-8-21,76.25,0.94,13271,13762
3,2008-8-20,75.31,-0.53,13110,13672
4,2008-8-19,75.84,0.1,13200,13715
5,2008-8-18,75.74,-1.29,13183,13710
6,2008-8-15,77.03,-1.38,13404,13836
7,2008-8-14,78.41,1.08,13641,13974
8,2008-8-13,77.33,0.72,13456,13863
9,2008-8-12,76.61,-0.32,13332,13801
10,2008-8-11,76.93,-1.39,13387,13831
11,2008-8-8,78.32,1.45,13626,13971
12,2008-8-7,76.87,0.54,13377,13821
13,2008-8-6,76.33,0,13284,13764
14,2008-8-5,76.33,-1.69,13284,13764
1,2008-9-12,75.42,-0.18,13205,13720
2,2008-9-11,75.60,-0.11,13236,13739
3,2008-9-10,75.71,-0.54,13255,13746
4,2008-9-9,76.25,-0.54,13348,13803
5,2008-9-8,76.79,-0.61,13441,13860
6,2008-9-5,77.40,-0.83,13546,13916
7,2008-9-4,78.23,-0.37,13689,13996
8,2008-9-3,78.60,0.47,13753,14035
9,2008-9-2,78.13,0,13672,13992
10,2008-9-1,78.13,0.44,13672,13992
11,2008-8-29,77.69,-0.88,13518,13900
12,2008-8-28,78.57,1.42,13668,13988
13,2008-8-27,77.15,0.31,13425,13844
14,2008-8-26,76.84,-0.38,13372,13815
15,2008-8-25,77.22,-0.27,13437,13856
1,2008-10-23,63.98,-0.21,11193,12663
2,2008-10-22,64.19,0.44,11230,12682
3,2008-10-21,63.75,-2.13,11154,12640
4,2008-10-20,65.88,1.85,11520,12820
5,2008-10-17,64.03,1.46,11202,12673
6,2008-10-16,62.57,-1.82,10951,12548
7,2008-10-15,64.39,-0.25,11264,12699
8,2008-10-14,64.64,0.7,11307,12714
9,2008-10-13,63.94,-2.62,11187,12655
10,2008-10-10,66.56,-1.45,11637,12882
11,2008-10-9,68.01,0,11886,13008
12,2008-10-8,68.01,-0.47,11886,13008
13,2008-10-7,68.48,-2.18,11967,13050
14,2008-10-6,70.66,-3.07,12341,13243
1,2008-11-12,56.84,-1.33,9964,12101
2,2008-11-11,58.17,-0.74,10193,12201
3,2008-11-10,58.91,-0.41,10320,12263
4,2008-11-7,59.32,-1.95,10390,12287
5,2008-11-6,61.27,-1.22,10725,12444
6,2008-11-5,62.49,1.73,10935,12539
7,2008-11-4,60.76,0.61,10637,12405
8,2008-11-3,60.15,-0.53,10533,12354
9,2008-10-31,60.68,-1.37,10626,12402
10,2008-10-30,62.05,0.12,10862,12509
11,2008-10-29,61.93,-0.24,10841,12495
12,2008-10-28,62.17,0.7,10882,12511
13,2008-10-27,61.47,-1.29,10762,12456
14,2008-10-24,62.76,-1.22,10984,12564
1,2008-12-2,58.61,-0.72,10271,12236
2,2008-12-1,59.33,0.78,10395,12293
3,2008-11-28,58.55,0,10258,12230
4,2008-11-27,58.55,1.49,10258,12230
5,2008-11-26,57.06,-1.75,10002,12117
6,2008-11-25,58.81,2.74,10302,12253
7,2008-11-24,56.07,1.52,9832,12044
8,2008-11-21,54.55,-1.69,9571,11937
9,2008-11-20,56.24,-0.03,9861,12061
10,2008-11-19,56.27,0.01,9866,12067
11,2008-11-18,56.26,-0.83,9864,12065
12,2008-11-17,57.09,0.35,10007,12124
13,2008-11-14,56.74,0.33,9947,12099
14,2008-11-13,56.41,-0.43,9890,12068
1,2008-12-22,57.54,0,10087,12153
2,2008-12-19,57.54,-0.42,10087,12153
3,2008-12-18,57.96,1.69,10160,12191
4,2008-12-17,56.27,0,9869,12061
5,2008-12-16,56.27,0.34,9869,12061
6,2008-12-15,55.93,-1.68,9811,12037
7,2008-12-12,57.61,0.18,10099,12167
8,2008-12-11,57.43,0.46,10068,12150
9,2008-12-10,56.97,-0.67,9989,12112
10,2008-12-9,57.64,2.66,10105,12164
11,2008-12-8,54.98,-1.12,9647,11967
12,2008-12-5,56.10,-2.22,9840,12054
13,2008-12-4,58.32,0.14,10221,12216
14,2008-12-3,58.18,-0.43,10197,12207
1,2009-1-9,60.58,0.55,10619,12393
2,2009-1-8,60.03,-0.53,10524,12354
3,2009-1-7,60.56,1.3,10615,12389
4,2009-1-6,59.26,-0.35,10392,12289
5,2009-1-5,59.61,-0.06,10452,12320
6,2009-1-4,59.67,0.52,10462,12322
7,2008-12-31,59.15,1.04,10364,12276
8,2008-12-30,58.11,0,10185,12202
9,2008-12-29,58.11,-0.33,10185,12202
10,2008-12-26,58.44,0,10242,12221
11,2008-12-25,58.44,0.19,10242,12221
12,2008-12-24,58.25,0.08,10209,12211
13,2008-12-23,58.17,0.63,10196,12205
1,2009-3-12,52.50,0,9235,11802
2,2009-3-11,52.50,0.28,9235,11802
3,2009-3-10,52.22,-0.18,9187,11785
4,2009-3-9,52.40,0,9218,11798
5,2009-3-6,52.40,-0.65,9218,11798
6,2009-3-5,53.05,0.23,9330,11842
7,2009-3-4,52.82,-1.54,9286,11822
8,2009-3-3,52.75,-1.61,9274,11816
9,2009-3-2,54.36,-0.77,9555,11935
10,2009-2-27,55.13,0.13,9688,11989
11,2009-2-26,55.00,0,9665,11980
12,2009-2-25,55.00,0,9665,11980
13,2009-2-24,55.00,-0.24,9665,11980
14,2009-2-23,55.24,-0.72,9706,11994
1,2009-4-21,57.92,-1.78,10156,12187
2,2009-4-20,59.7,0.44,10462,12322
3,2009-4-17,59.26,0.8,10387,12293
4,2009-4-16,58.46,1.14,10249,12229
5,2009-4-15,57.32,-0.57,10053,12141
6,2009-4-14,57.89,-0.01,10151,12181
7,2009-4-13,57.90,-0.04,10153,12183
8,2009-4-10,57.94,-0.51,10160,12191
9,2009-4-9,58.45,1.55,10248,12227
10,2009-4-8,56.9,0.01,9981,12112
11,2009-4-7,56.89,0.55,9979,12110
12,2009-4-3,56.34,0,9885,12071
13,2009-4-2,56.34,-0.26,9885,12071
1,2009-5-11,65.71,0.9,11491,12810
2,2009-5-8,64.81,0.85,11337,12737
3,2009-5-7,63.96,0,11191,12660
4,2009-5-6,63.96,0.28,11191,12660
5,2009-5-5,63.68,0,11142,12638
6,2009-5-4,63.68,3.39,11142,12638
7,2009-4-30,60.29,0.18,10564,12370
8,2009-4-29,60.11,-0.22,10533,12354
9,2009-4-28,60.33,0.15,10571,12368
10,2009-4-27,60.18,0.64,10545,12358
11,2009-4-24,59.54,0.75,10435,12310
12,2009-4-23,58.79,-0.38,10306,12257
13,2009-4-22,59.17,1.25,10371,12285
1,2009-5-31,63.99,1.33,11196,12665
2,2009-5-27,62.66,-1.63,10967,12556
3,2009-5-26,64.29,0.09,11247,12691
4,2009-5-25,64.20,0.31,11232,12684
5,2009-5-22,63.89,-0.33,11178,12657
6,2009-5-21,64.22,0.49,11235,12688
7,2009-5-20,63.73,-0.81,11151,12647
8,2009-5-19,64.54,1.07,11290,12707
9,2009-5-18,63.47,-1.87,11106,12618
10,2009-5-15,65.34,0.02,11428,12773
11,2009-5-14,65.32,-0.81,11424,12780
12,2009-5-13,66.13,-0.18,11563,12846
13,2009-5-12,66.31,0.6,11594,12858
1,2009-6-19,62.35,1.36,10907,12529
2,2009-6-18,60.99,-0.12,10674,12416
3,2009-6-17,61.11,-0.44,10694,12430
4,2009-6-16,61.55,-1.33,10770,12465
5,2009-6-15,62.88,-0.12,10998,12570
6,2009-6-12,63.00,1.36,11019,12583
7,2009-6-11,61.64,-0.2,10785,12473
8,2009-6-10,61.84,-0.6,10820,12492
9,2009-6-9,62.44,0.3,10923,12536
10,2009-6-8,62.14,-1.36,10871,12509
11,2009-6-5,63.50,0.83,11105,12616
12,2009-6-4,62.67,-2.61,10962,12550
13,2009-6-3,65.28,0.63,11410,12765
14,2009-6-2,64.65,0.7,11302,12720
15,2009-6-1,63.95,-0.04,11182,12661
1,2009-7-10,65.59,1.7,11478,12807
2,2009-7-9,63.89,-0.5,11186,12665
3,2009-7-8,64.39,-0.59,11272,12697
4,2009-7-7,64.98,-0.5,11373,12756
5,2009-7-6,65.48,0,11459,12797
6,2009-7-3,65.48,0.4,11459,12797
7,2009-7-2,65.08,2.65,11391,12765
8,2009-7-1,62.43,0.51,10935,12540
9,2009-6-30,61.92,0.29,10833,12497
10,2009-6-29,61.63,-0.25,10784,12471
11,2009-6-26,61.88,0.61,10827,12489
12,2009-6-25,61.27,0.96,10722,12441
13,2009-6-24,60.31,0.24,10557,12362
14,2009-6-23,60.07,-0.46,10516,12344
15,2009-6-22,60.53,-1.82,10595,12386
1,2009-9-28,67.12,-0.3,11740,12928
2,2009-9-27,67.42,-2.34,11791,12962
3,2009-9-25,69.76,0.18,12193,13167
4,2009-9-24,69.58,0.51,12163,13146
5,2009-9-23,69.07,1.32,12075,13109
6,2009-9-22,67.75,-1.73,11848,12990
7,2009-9-21,69.48,0.68,12145,13139
8,2009-9-18,68.80,0.57,12028,13082
9,2009-9-17,68.23,0.07,11930,13034
10,2009-9-16,68.16,0.59,11918,13020
11,2009-9-15,67.57,0.91,11817,12967
12,2009-9-14,66.66,0.17,11660,12897
13,2009-9-11,66.49,0.11,11631,12876
14,2009-9-10,66.38,0,11612,12866
15,2009-9-9,66.38,0.68,11612,12866
1,2009-11-6,73.88,-0.82,12892,13546
2,2009-11-5,74.70,0.87,13033,13630
3,2009-11-4,73.83,-0.03,12884,13537
4,2009-11-3,73.86,0.07,12889,13542
5,2009-11-2,73.79,0.17,12877,13542
6,2009-10-30,73.62,0.37,12848,13524
7,2009-10-29,73.25,-0.16,12785,13482
8,2009-10-28,73.41,-0.29,12812,13499
9,2009-10-27,73.70,0,12862,13526
10,2009-10-26,73.70,-0.44,12862,13526
11,2009-10-23,74.14,0.13,12938,13568
12,2009-10-22,74.01,0.98,12915,13557
13,2009-10-21,73.03,0.64,12747,13467
14,2009-10-20,72.39,-1.34,12637,13400
